experiment_id,t_seconds,offered,served,ok,errors,latency_p50_s,latency_p90_s,latency_max_s
E5-run01,206,90,84,79,5,0.1402,0.3291,5.0000
E5-run01,207,90,88,81,7,0.1228,0.1581,5.0000
E5-run01,208,90,97,87,10,0.1154,5.0000,5.0000
E5-run01,209,90,90,78,12,0.1235,5.0000,5.0000
E5-run01,210,90,92,80,12,0.1233,5.0000,5.0000
E5-run01,211,90,90,78,12,0.0965,5.0000,5.0000
E5-run01,212,90,87,81,6,0.1084,0.1291,5.0000
E5-run01,213,90,90,83,7,0.0984,0.1394,5.0000
E5-run01,214,90,92,82,10,0.1247,5.0000,5.0000
E5-run01,215,90,94,81,13,0.1242,5.0000,5.0000
E5-run01,216,90,90,76,14,0.1245,5.0000,5.0000
E5-run01,217,90,82,77,5,0.0889,0.1300,5.0000
E5-run01,218,90,92,85,7,0.1230,0.1316,5.0000
E5-run01,219,90,92,83,9,0.1249,0.1337,5.0000
E5-run01,220,90,90,79,11,0.1232,5.0000,5.0000
E5-run01,221,90,90,77,13,0.1077,5.0000,5.0000
E5-run01,222,90,89,77,12,0.1214,5.0000,5.0000
E5-run01,223,90,90,84,6,0.0966,0.1425,5.0000
E5-run01,224,90,89,82,7,0.1247,0.1446,5.0000
E5-run01,225,90,46,41,5,0.1237,5.0000,5.0000
E5-run01,226,90,0,0,0,0.0000,0.0000,0.0000
E5-run01,227,90,48,43,5,0.1250,5.0000,5.0000
E5-run01,228,90,91,78,13,0.1145,5.0000,5.0000
E5-run01,229,90,93,80,13,0.1195,5.0000,5.0000
E5-run01,230,90,84,78,6,0.1247,0.1382,5.0000
E5-run01,231,90,88,81,7,0.1261,0.1564,5.0000
E5-run01,232,90,93,84,9,0.1332,0.4737,5.0000
E5-run01,233,90,92,81,11,0.1242,5.0000,5.0000
E5-run01,234,90,90,78,12,0.1233,5.0000,5.0000
E5-run01,235,90,91,78,13,0.1234,5.0000,5.0000
E5-run01,236,90,87,81,6,0.1247,0.1548,5.0000
E5-run01,237,90,90,83,7,0.1237,0.1506,5.0000
E5-run01,238,90,91,81,10,0.1211,5.0000,5.0000
E5-run01,239,90,91,79,12,0.1239,5.0000,5.0000
E5-run01,240,550,93,80,13,0.1244,5.0000,5.0000
E5-run01,241,550,84,77,7,0.1007,0.1490,5.0000
E5-run01,242,550,90,83,7,0.1170,0.1555,5.0000
E5-run01,243,550,92,83,9,0.1224,0.1739,5.0000
E5-run01,244,550,91,80,11,0.1223,5.0000,5.0000
E5-run01,245,550,91,79,12,0.1222,5.0000,5.0000
E5-run01,246,550,90,78,12,0.1231,5.0000,5.0000
E5-run01,247,550,88,82,6,0.1224,0.1283,5.0000
E5-run01,248,550,89,81,8,0.1010,0.2030,5.0000
E5-run01,249,550,91,81,10,0.1260,5.0000,5.0000
E5-run01,250,550,89,78,11,0.1249,5.0000,5.0000
E5-run01,251,550,92,80,12,0.1264,5.0000,5.0000
E5-run01,252,550,88,79,9,0.0939,5.0000,5.0000
E5-run01,253,550,91,84,7,0.1236,0.1342,5.0000
E5-run01,254,550,91,82,9,0.1250,0.2005,5.0000
E5-run01,255,550,128,119,9,0.1290,0.1946,5.0000
E5-run01,256,550,212,200,12,0.2175,0.5222,5.0000
E5-run01,257,550,222,210,12,0.2369,0.6224,5.0000
E5-run01,258,550,221,214,7,0.2260,0.4610,5.0000
E5-run01,259,550,149,144,5,0.2176,0.5553,5.0000
E5-run01,260,550,0,0,0,0.0000,0.0000,0.0000
E5-run01,261,550,62,60,2,2.2261,2.5784,5.0000
E5-run01,262,550,215,194,21,0.2787,5.0000,5.0000
E5-run01,263,550,479,201,278,5.0000,5.0000,5.0000
E5-run01,264,550,477,191,286,5.0000,5.0000,5.0000
E5-run01,265,550,377,202,175,0.6743,5.0000,5.0000
E5-run01,266,550,340,164,176,5.0000,5.0000,5.0000
E5-run01,267,550,368,180,188,5.0000,5.0000,5.0000
E5-run01,268,550,355,48,307,5.0000,5.0000,5.0000
E5-run01,269,550,459,170,289,5.0000,5.0000,5.0000
E5-run01,270,550,364,188,176,0.8426,5.0000,5.0000
E5-run01,271,550,375,199,176,0.7824,5.0000,5.0000
E5-run01,272,550,388,201,187,0.7998,5.0000,5.0000
E5-run01,273,550,501,194,307,5.0000,5.0000,5.0000
E5-run01,274,550,477,193,284,5.0000,5.0000,5.0000
E5-run01,275,550,357,189,168,0.7846,5.0000,5.0000
E5-run01,276,550,382,215,167,0.6871,5.0000,5.0000
E5-run01,277,550,366,186,180,0.9840,5.0000,5.0000
E5-run01,278,550,500,212,288,5.0000,5.0000,5.0000
E5-run01,279,550,497,202,295,5.0000,5.0000,5.0000
E5-run01,280,550,374,200,174,0.7332,5.0000,5.0000
E5-run01,281,550,372,193,179,0.7620,5.0000,5.0000
E5-run01,282,550,380,195,185,0.9099,5.0000,5.0000
E5-run01,283,550,477,194,283,5.0000,5.0000,5.0000
E5-run01,284,550,502,203,299,5.0000,5.0000,5.0000
E5-run01,285,550,382,197,185,0.8365,5.0000,5.0000
E5-run01,286,550,375,195,180,0.8516,5.0000,5.0000
E5-run01,287,550,382,197,185,0.8238,5.0000,5.0000
E5-run01,288,550,469,192,277,5.0000,5.0000,5.0000
E5-run01,289,550,489,188,301,5.0000,5.0000,5.0000
E5-run01,290,550,377,197,180,0.8595,5.0000,5.0000
E5-run01,291,550,386,214,172,0.6096,5.0000,5.0000
E5-run01,292,550,370,191,179,0.7736,5.0000,5.0000
E5-run01,293,550,439,188,251,5.0000,5.0000,5.0000
E5-run01,294,550,0,0,0,0.0000,0.0000,0.0000
E5-run01,295,550,10,4,6,5.0000,5.0000,5.0000
E5-run01,296,550,492,195,297,5.0000,5.0000,5.0000
E5-run01,297,550,382,196,186,0.9663,5.0000,5.0000
E5-run01,298,550,379,194,185,0.9214,5.0000,5.0000
E5-run01,299,550,390,196,194,1.1735,5.0000,5.0000
E5-run01,300,550,461,198,263,5.0000,5.0000,5.0000
E5-run01,301,550,491,190,301,5.0000,5.0000,5.0000
E5-run01,302,550,374,189,185,1.1779,5.0000,5.0000
E5-run01,303,550,379,200,179,0.7069,5.0000,5.0000
E5-run01,304,550,384,186,198,5.0000,5.0000,5.0000
E5-run01,305,550,461,198,263,5.0000,5.0000,5.0000
E5-run01,306,550,499,195,304,5.0000,5.0000,5.0000
E5-run01,307,550,380,196,184,0.8709,5.0000,5.0000
E5-run01,308,550,362,183,179,1.3266,5.0000,5.0000
E5-run01,309,550,403,207,196,0.9198,5.0000,5.0000
E5-run01,310,550,447,192,255,5.0000,5.0000,5.0000
E5-run01,311,550,479,196,283,5.0000,5.0000,5.0000
E5-run01,312,550,394,201,193,1.0760,5.0000,5.0000
E5-run01,313,550,366,190,176,0.7237,5.0000,5.0000
E5-run01,314,550,332,130,202,5.0000,5.0000,5.0000
E5-run01,315,550,337,89,248,5.0000,5.0000,5.0000
E5-run01,316,550,273,20,253,5.0000,5.0000,5.0000
E5-run01,317,550,181,15,166,5.0000,5.0000,5.0000
E5-run01,318,550,241,13,228,5.0000,5.0000,5.0000
E5-run01,319,550,268,12,256,5.0000,5.0000,5.0000
E5-run01,320,550,383,40,343,5.0000,5.0000,5.0000
E5-run01,321,550,585,155,430,0.1350,5.0000,5.0000
E5-run01,322,550,539,205,334,0.1333,5.0000,5.0000
E5-run01,323,550,620,191,429,0.1334,5.0000,5.0000
E5-run01,324,550,649,201,448,0.1431,5.0000,5.0000
E5-run01,325,550,558,118,440,0.5170,5.0000,5.0000
E5-run01,326,550,458,97,361,0.7222,5.0000,5.0000
E5-run01,327,550,299,33,266,1.3132,5.0000,5.0000
E5-run01,328,550,97,37,60,1.3932,5.0000,5.0000
E5-run01,329,550,0,0,0,0.0000,0.0000,0.0000
E5-run01,330,550,413,130,283,2.4866,5.0000,5.0000
E5-run01,331,550,545,169,376,0.3307,5.0000,5.0000
E5-run01,332,550,605,192,413,0.6243,5.0000,5.0000
E5-run01,333,550,608,193,415,0.9877,5.0000,5.0000
E5-run01,334,550,600,181,419,0.9797,5.0000,5.0000
E5-run01,335,550,518,164,354,0.2940,5.0000,5.0000
E5-run01,336,550,524,174,350,0.4511,5.0000,5.0000
E5-run01,337,550,540,178,362,0.5152,5.0000,5.0000
E5-run01,338,550,563,183,380,0.6235,5.0000,5.0000
E5-run01,339,550,562,171,391,0.9040,5.0000,5.0000
E5-run01,340,550,518,180,338,0.4027,5.0000,5.0000
E5-run01,341,550,530,164,366,0.5589,5.0000,5.0000
E5-run01,342,550,557,194,363,0.5617,5.0000,5.0000
E5-run01,343,550,560,182,378,0.6754,5.0000,5.0000
E5-run01,344,550,592,191,401,0.5768,5.0000,5.0000
E5-run01,345,550,556,195,361,0.4160,5.0000,5.0000
E5-run01,346,550,581,177,404,0.4796,5.0000,5.0000
E5-run01,347,550,546,178,368,0.5136,5.0000,5.0000
E5-run01,348,550,570,191,379,0.6345,5.0000,5.0000
E5-run01,349,550,497,270,227,0.5775,5.0000,5.0000
E5-run01,350,550,509,351,158,0.6589,5.0000,5.0000
E5-run01,351,550,484,324,160,0.5631,5.0000,5.0000
E5-run01,352,550,485,303,182,1.0283,5.0000,5.0000
E5-run01,353,550,527,352,175,0.7913,5.0000,5.0000
E5-run01,354,550,524,350,174,0.7096,5.0000,5.0000
E5-run01,355,550,533,326,207,0.7552,5.0000,5.0000
E5-run01,356,550,562,350,212,0.5982,5.0000,5.0000
E5-run01,357,550,601,383,218,0.4337,5.0000,5.0000
E5-run01,358,550,541,337,204,0.3861,5.0000,5.0000
E5-run01,359,550,526,345,181,0.3154,5.0000,5.0000
E5-run01,360,90,544,325,219,0.4392,5.0000,5.0000
E5-run01,361,90,556,332,224,0.4517,5.0000,5.0000
E5-run01,362,90,293,188,105,0.3179,5.0000,5.0000
E5-run01,363,90,0,0,0,0.0000,0.0000,0.0000
E5-run01,364,90,240,146,94,2.3125,5.0000,5.0000
E5-run01,365,90,561,350,211,0.3533,5.0000,5.0000
E5-run01,366,90,538,343,195,0.3268,5.0000,5.0000
E5-run01,367,90,574,350,224,0.3888,5.0000,5.0000
E5-run01,368,90,572,350,222,0.3287,5.0000,5.0000
E5-run01,369,90,554,351,203,0.3599,5.0000,5.0000
E5-run01,370,90,559,363,196,0.3602,5.0000,5.0000
E5-run01,371,90,529,336,193,0.3744,5.0000,5.0000
E5-run01,372,90,583,370,213,0.3743,5.0000,5.0000
E5-run01,373,90,542,359,183,0.3072,5.0000,5.0000
E5-run01,374,90,557,358,199,0.3488,5.0000,5.0000
E5-run01,375,90,545,355,190,0.3008,5.0000,5.0000
E5-run01,376,90,525,311,214,0.3061,5.0000,5.0000
E5-run01,377,90,356,167,189,5.0000,5.0000,5.0000
E5-run01,378,90,375,187,188,5.0000,5.0000,5.0000
E5-run01,379,90,223,39,184,5.0000,5.0000,5.0000
E5-run01,380,90,496,177,319,1.0059,5.0000,5.0000
E5-run01,381,90,727,237,490,1.0086,5.0000,5.0000
E5-run01,382,90,554,204,350,0.1279,5.0000,5.0000
E5-run01,383,90,505,222,283,0.1242,5.0000,5.0000
E5-run01,384,90,307,112,195,5.0000,5.0000,5.0000
E5-run01,385,90,229,75,154,5.0000,5.0000,5.0000
E5-run01,386,90,259,74,185,5.0000,5.0000,5.0000
E5-run01,387,90,304,63,241,5.0000,5.0000,5.0000
E5-run01,388,90,192,46,146,5.0000,5.0000,5.0000
E5-run01,389,90,73,41,32,0.1314,5.0000,5.0000
E5-run01,390,90,72,46,26,0.1184,5.0000,5.0000
E5-run01,391,90,96,72,24,0.1254,5.0000,5.0000
E5-run01,392,90,83,51,32,0.1274,5.0000,5.0000
E5-run01,393,90,85,49,36,0.1271,5.0000,5.0000
E5-run01,394,90,72,35,37,5.0000,5.0000,5.0000
E5-run01,395,90,70,33,37,5.0000,5.0000,5.0000
E5-run01,396,90,42,15,27,5.0000,5.0000,5.0000
E5-run01,397,90,0,0,0,0.0000,0.0000,0.0000
E5-run01,398,90,9,2,7,5.0000,5.0000,5.0000
E5-run01,399,90,69,29,40,5.0000,5.0000,5.0000
E5-run01,400,90,86,38,48,5.0000,5.0000,5.0000
E5-run01,401,90,87,27,60,5.0000,5.0000,5.0000
E5-run01,402,90,98,37,61,5.0000,5.0000,5.0000
E5-run01,403,90,136,64,72,5.0000,5.0000,5.0000
E5-run01,404,90,127,68,59,0.1305,5.0000,5.0000
E5-run01,405,90,116,61,55,0.1380,5.0000,5.0000
E5-run01,406,90,116,53,63,5.0000,5.0000,5.0000
E5-run01,407,90,95,47,48,5.0000,5.0000,5.0000
E5-run01,408,90,67,38,29,0.0897,5.0000,5.0000
E5-run01,409,90,58,36,22,0.0887,5.0000,5.0000
E5-run01,410,90,73,44,29,0.0902,5.0000,5.0000
E5-run01,411,90,66,28,38,5.0000,5.0000,5.0000
E5-run01,412,90,78,34,44,5.0000,5.0000,5.0000
E5-run01,413,90,93,41,52,5.0000,5.0000,5.0000
E5-run01,414,90,99,46,53,5.0000,5.0000,5.0000
E5-run01,415,90,98,49,49,5.0000,5.0000,5.0000
E5-run01,416,90,109,49,60,5.0000,5.0000,5.0000
E5-run01,417,90,97,41,56,5.0000,5.0000,5.0000
E5-run01,418,90,91,42,49,5.0000,5.0000,5.0000
E5-run01,419,90,94,50,44,0.0901,5.0000,5.0000
E5-run01,420,90,94,53,41,0.0888,5.0000,5.0000
E5-run01,421,90,93,51,42,0.0892,5.0000,5.0000
E5-run01,422,90,86,36,50,5.0000,5.0000,5.0000
E5-run01,423,90,91,43,48,5.0000,5.0000,5.0000
E5-run01,424,90,77,39,38,0.1003,5.0000,5.0000
E5-run01,425,90,82,46,36,0.0908,5.0000,5.0000
E5-run01,426,90,83,41,42,5.0000,5.0000,5.0000
E5-run01,427,90,92,41,51,5.0000,5.0000,5.0000
E5-run01,428,90,85,37,48,5.0000,5.0000,5.0000
E5-run01,429,90,94,42,52,5.0000,5.0000,5.0000
E5-run01,430,90,93,49,44,0.0900,5.0000,5.0000
E5-run01,431,90,12,6,6,5.0000,5.0000,5.0000
E5-run01,432,90,0,0,0,0.0000,0.0000,0.0000
E5-run01,433,90,80,41,39,2.1536,5.0000,5.0000
E5-run01,434,90,100,50,50,5.0000,5.0000,5.0000
E5-run01,435,90,91,39,52,5.0000,5.0000,5.0000
E5-run01,436,90,90,42,48,5.0000,5.0000,5.0000
E5-run01,437,90,86,45,41,0.1108,5.0000,5.0000
E5-run01,438,90,89,50,39,0.0902,5.0000,5.0000
E5-run01,439,90,84,43,41,0.1043,5.0000,5.0000
E5-run01,440,90,91,39,52,5.0000,5.0000,5.0000
E5-run01,441,90,89,42,47,5.0000,5.0000,5.0000
E5-run01,442,90,85,40,45,5.0000,5.0000,5.0000
E5-run01,443,90,87,48,39,0.0911,5.0000,5.0000
E5-run01,444,90,97,48,49,5.0000,5.0000,5.0000
E5-run01,445,90,95,45,50,5.0000,5.0000,5.0000
E5-run01,446,90,86,38,48,5.0000,5.0000,5.0000
E5-run01,447,90,91,42,49,5.0000,5.0000,5.0000
