experiment_id,t_seconds,offered,served,ok,errors,latency_p50_s,latency_p90_s,latency_max_s
E7-run01,77,40,44,32,12,0.0854,5.0000,5.0000
E7-run01,78,40,40,30,10,0.0850,5.0000,5.0000
E7-run01,79,40,44,35,9,0.0850,5.0000,5.0000
E7-run01,80,40,49,39,10,0.0852,5.0000,5.0000
E7-run01,81,40,52,42,10,0.0851,5.0000,5.0000
E7-run01,82,40,48,40,8,0.0849,5.0000,5.0000
E7-run01,83,40,49,40,9,0.0858,5.0000,5.0000
E7-run01,84,40,44,40,4,0.0854,0.1331,5.0000
E7-run01,85,40,24,24,0,0.1322,0.1714,0.2066
E7-run01,86,40,27,27,0,0.1226,0.1863,0.2176
E7-run01,87,40,26,26,0,0.1242,0.1746,0.5448
E7-run01,88,40,26,26,0,0.1423,0.1789,0.1982
E7-run01,89,40,30,29,1,0.1398,0.1889,5.0000
E7-run01,90,40,9,6,3,0.1689,5.0000,5.0000
E7-run01,91,40,0,0,0,0.0000,0.0000,0.0000
E7-run01,92,40,18,12,6,2.5334,5.0000,5.0000
E7-run01,93,40,43,29,14,0.1855,5.0000,5.0000
E7-run01,94,40,45,32,13,0.0947,5.0000,5.0000
E7-run01,95,40,44,30,14,0.1173,5.0000,5.0000
E7-run01,96,40,45,34,11,0.1104,5.0000,5.0000
E7-run01,97,40,43,32,11,0.0924,5.0000,5.0000
E7-run01,98,40,45,33,12,0.0917,5.0000,5.0000
E7-run01,99,40,41,33,8,0.0918,5.0000,5.0000
E7-run01,100,40,42,33,9,0.0916,5.0000,5.0000
E7-run01,101,40,42,34,8,0.0853,5.0000,5.0000
E7-run01,102,40,46,39,7,0.0857,5.0000,5.0000
E7-run01,103,40,49,41,8,0.0857,5.0000,5.0000
E7-run01,104,40,45,39,6,0.0850,5.0000,5.0000
E7-run01,105,40,44,36,8,0.0856,5.0000,5.0000
E7-run01,106,40,32,27,5,0.0857,5.0000,5.0000
E7-run01,107,40,28,28,0,0.0855,0.0884,0.1154
E7-run01,108,40,28,28,0,0.0860,0.0886,0.0915
E7-run01,109,40,29,29,0,0.0851,0.0887,0.1243
E7-run01,110,40,36,30,6,0.0854,5.0000,5.0000
E7-run01,111,40,45,31,14,0.0857,5.0000,5.0000
E7-run01,112,40,42,31,11,0.0852,5.0000,5.0000
E7-run01,113,40,43,31,12,0.0853,5.0000,5.0000
E7-run01,114,40,41,32,9,0.0850,5.0000,5.0000
E7-run01,115,40,43,33,10,0.0857,5.0000,5.0000
E7-run01,116,40,43,34,9,0.0854,5.0000,5.0000
E7-run01,117,40,45,34,11,0.0869,5.0000,5.0000
E7-run01,118,40,41,34,7,0.0864,5.0000,5.0000
E7-run01,119,40,43,34,9,0.0855,5.0000,5.0000
E7-run01,120,40,40,33,7,0.0851,5.0000,5.0000
E7-run01,121,41,42,35,7,0.0853,5.0000,5.0000
E7-run01,122,41,47,41,6,0.0850,5.0000,5.0000
E7-run01,123,42,45,40,5,0.0852,5.0000,5.0000
E7-run01,124,42,28,23,5,0.0859,5.0000,5.0000
E7-run01,125,43,0,0,0,0.0000,0.0000,0.0000
E7-run01,126,44,0,0,0,0.0000,0.0000,0.0000
E7-run01,127,44,33,26,7,0.0934,5.0000,5.0000
E7-run01,128,45,35,30,5,0.0928,5.0000,5.0000
E7-run01,129,46,28,28,0,0.0926,0.0950,0.1180
E7-run01,130,46,32,32,0,0.0926,0.0945,0.1093
E7-run01,131,47,41,31,10,0.0923,5.0000,5.0000
E7-run01,132,47,45,33,12,0.0930,5.0000,5.0000
E7-run01,133,48,42,32,10,0.0925,5.0000,5.0000
E7-run01,134,49,46,35,11,0.0928,5.0000,5.0000
E7-run01,135,49,44,35,9,0.0848,5.0000,5.0000
E7-run01,136,50,45,36,9,0.0856,5.0000,5.0000
E7-run01,137,51,47,38,9,0.0852,5.0000,5.0000
E7-run01,138,51,50,40,10,0.0849,5.0000,5.0000
E7-run01,139,52,51,42,9,0.0855,5.0000,5.0000
E7-run01,140,52,46,37,9,0.0847,5.0000,5.0000
E7-run01,141,53,47,40,7,0.0847,5.0000,5.0000
E7-run01,142,54,54,48,6,0.0847,5.0000,5.0000
E7-run01,143,54,48,41,7,0.0844,5.0000,5.0000
E7-run01,144,55,41,36,5,0.0847,5.0000,5.0000
E7-run01,145,55,47,38,9,0.0854,5.0000,5.0000
E7-run01,146,56,46,39,7,0.0851,5.0000,5.0000
E7-run01,147,57,39,39,0,0.0854,0.1236,0.1242
E7-run01,148,57,50,41,9,0.0870,5.0000,5.0000
E7-run01,149,58,56,43,13,0.0857,5.0000,5.0000
E7-run01,150,59,56,44,12,0.0875,5.0000,5.0000
E7-run01,151,59,55,43,12,0.0852,5.0000,5.0000
E7-run01,152,60,57,46,11,0.1145,5.0000,5.0000
E7-run01,153,60,57,47,10,0.1224,5.0000,5.0000
E7-run01,154,61,57,47,10,0.4719,5.0000,5.0000
E7-run01,155,62,61,51,10,0.0913,5.0000,5.0000
E7-run01,156,62,52,43,9,0.0866,5.0000,5.0000
E7-run01,157,63,66,57,9,0.0872,5.0000,5.0000
E7-run01,158,64,54,48,6,0.0855,5.0000,5.0000
E7-run01,159,64,19,16,3,0.0916,5.0000,5.0000
E7-run01,160,65,0,0,0,0.0000,0.0000,0.0000
E7-run01,161,65,23,20,3,0.1340,5.0000,5.0000
E7-run01,162,66,53,44,9,0.1325,5.0000,5.0000
E7-run01,163,67,60,49,11,0.0935,5.0000,5.0000
E7-run01,164,67,50,49,1,0.0931,0.1342,5.0000
E7-run01,165,68,57,47,10,0.0951,5.0000,5.0000
E7-run01,166,68,68,56,12,0.0962,5.0000,5.0000
E7-run01,167,69,65,53,12,0.1000,5.0000,5.0000
E7-run01,168,70,64,52,12,0.0932,5.0000,5.0000
E7-run01,169,70,68,57,11,0.0925,5.0000,5.0000
E7-run01,170,71,70,56,14,0.1213,5.0000,5.0000
E7-run01,171,72,60,54,6,0.1206,5.0000,5.0000
E7-run01,172,72,65,55,10,0.0860,5.0000,5.0000
E7-run01,173,73,71,61,10,0.0858,5.0000,5.0000
E7-run01,174,73,61,53,8,0.0868,5.0000,5.0000
E7-run01,175,74,64,55,9,0.0871,5.0000,5.0000
E7-run01,176,75,65,55,10,0.0863,5.0000,5.0000
E7-run01,177,75,66,56,10,0.0865,5.0000,5.0000
E7-run01,178,76,62,58,4,0.0854,0.1253,5.0000
E7-run01,179,77,74,60,14,0.0870,5.0000,5.0000
E7-run01,180,77,73,60,13,0.0858,5.0000,5.0000
E7-run01,181,78,73,61,12,0.0859,5.0000,5.0000
E7-run01,182,78,77,65,12,0.0850,5.0000,5.0000
E7-run01,183,79,71,61,10,0.0850,5.0000,5.0000
E7-run01,184,80,71,62,9,0.0846,5.0000,5.0000
E7-run01,185,80,75,64,11,0.0856,5.0000,5.0000
E7-run01,186,81,72,63,9,0.0849,5.0000,5.0000
E7-run01,187,81,71,62,9,0.0855,5.0000,5.0000
E7-run01,188,82,73,63,10,0.0876,5.0000,5.0000
E7-run01,189,83,75,63,12,0.0857,5.0000,5.0000
E7-run01,190,83,72,66,6,0.0873,0.1251,5.0000
E7-run01,191,84,80,67,13,0.0879,5.0000,5.0000
E7-run01,192,85,79,68,11,0.1212,5.0000,5.0000
E7-run01,193,85,64,54,10,0.1246,5.0000,5.0000
E7-run01,194,86,0,0,0,0.0000,0.0000,0.0000
E7-run01,195,86,0,0,0,0.0000,0.0000,0.0000
E7-run01,196,87,78,66,12,0.0933,5.0000,5.0000
E7-run01,197,88,82,71,11,0.1316,5.0000,5.0000
E7-run01,198,88,79,69,10,0.1320,5.0000,5.0000
E7-run01,199,89,79,70,9,0.1317,5.0000,5.0000
E7-run01,200,90,80,69,11,0.1310,5.0000,5.0000
E7-run01,201,90,81,72,9,0.1309,5.0000,5.0000
E7-run01,202,91,79,69,10,0.0967,5.0000,5.0000
E7-run01,203,91,84,72,12,0.1217,5.0000,5.0000
E7-run01,204,92,81,73,8,0.0861,0.1272,5.0000
E7-run01,205,93,87,74,13,0.1224,5.0000,5.0000
E7-run01,206,93,86,74,12,0.0871,5.0000,5.0000
E7-run01,207,94,85,73,12,0.1196,5.0000,5.0000
E7-run01,208,94,90,77,13,0.1199,5.0000,5.0000
E7-run01,209,95,84,74,10,0.1211,5.0000,5.0000
E7-run01,210,96,85,75,10,0.0851,5.0000,5.0000
E7-run01,211,96,87,76,11,0.1243,5.0000,5.0000
E7-run01,212,97,89,78,11,0.1516,5.0000,5.0000
E7-run01,213,98,88,79,9,0.1567,5.0000,5.0000
E7-run01,214,98,77,66,11,0.1758,5.0000,5.0000
E7-run01,215,99,102,91,11,0.1804,5.0000,5.0000
E7-run01,216,99,91,80,11,0.1223,5.0000,5.0000
E7-run01,217,100,93,81,12,0.1215,5.0000,5.0000
E7-run01,218,101,95,82,13,0.0852,5.0000,5.0000
E7-run01,219,101,94,81,13,0.1217,5.0000,5.0000
E7-run01,220,102,91,81,10,0.0858,5.0000,5.0000
E7-run01,221,103,98,87,11,0.0868,5.0000,5.0000
E7-run01,222,103,92,80,12,0.0852,5.0000,5.0000
E7-run01,223,104,96,85,11,0.1217,5.0000,5.0000
E7-run01,224,104,91,81,10,0.0852,5.0000,5.0000
E7-run01,225,105,97,84,13,0.1224,5.0000,5.0000
E7-run01,226,106,94,87,7,0.1220,0.1256,5.0000
E7-run01,227,106,99,85,14,0.1223,5.0000,5.0000
E7-run01,228,107,28,25,3,0.0942,5.0000,5.0000
E7-run01,229,107,0,0,0,0.0000,0.0000,0.0000
E7-run01,230,108,50,43,7,0.1325,5.0000,5.0000
E7-run01,231,109,101,88,13,0.1324,5.0000,5.0000
E7-run01,232,109,102,89,13,0.1319,5.0000,5.0000
E7-run01,233,110,99,87,12,0.1314,5.0000,5.0000
E7-run01,234,111,103,92,11,0.1299,5.0000,5.0000
E7-run01,235,111,102,90,12,0.1321,5.0000,5.0000
E7-run01,236,112,98,89,9,0.1322,0.1442,5.0000
E7-run01,237,112,100,89,11,0.1233,5.0000,5.0000
E7-run01,238,113,105,92,13,0.1225,5.0000,5.0000
E7-run01,239,114,103,93,10,0.1223,0.1258,5.0000
E7-run01,240,114,105,93,12,0.1231,5.0000,5.0000
E7-run01,241,115,108,95,13,0.1218,5.0000,5.0000
E7-run01,242,116,108,95,13,0.1219,5.0000,5.0000
E7-run01,243,116,107,95,12,0.1213,5.0000,5.0000
E7-run01,244,117,106,96,10,0.1213,0.1254,5.0000
E7-run01,245,117,107,95,12,0.1210,5.0000,5.0000
E7-run01,246,118,105,95,10,0.1213,0.4518,5.0000
E7-run01,247,119,108,97,11,0.1209,5.0000,5.0000
E7-run01,248,119,110,96,14,0.1207,5.0000,5.0000
E7-run01,249,120,111,101,10,0.1211,0.1254,5.0000
E7-run01,250,120,109,97,12,0.1209,5.0000,5.0000
E7-run01,251,121,114,101,13,0.1210,5.0000,5.0000
E7-run01,252,122,114,101,13,0.1228,5.0000,5.0000
E7-run01,253,122,111,98,13,0.1215,5.0000,5.0000
E7-run01,254,123,114,105,9,0.1220,0.1288,5.0000
E7-run01,255,124,112,99,13,0.1222,5.0000,5.0000
E7-run01,256,124,114,104,10,0.1211,0.1275,5.0000
E7-run01,257,125,113,100,13,0.1220,5.0000,5.0000
E7-run01,258,125,115,104,11,0.1217,0.1274,5.0000
E7-run01,259,126,115,104,11,0.1219,0.1276,5.0000
E7-run01,260,127,120,107,13,0.1226,5.0000,5.0000
E7-run01,261,127,119,105,14,0.1234,5.0000,5.0000
E7-run01,262,128,89,79,10,0.1323,5.0000,5.0000
E7-run01,263,129,0,0,0,0.0000,0.0000,0.0000
E7-run01,264,129,6,6,0,2.3304,2.3322,2.3322
E7-run01,265,130,122,109,13,0.1336,5.0000,5.0000
E7-run01,266,130,116,106,10,0.1331,0.1380,5.0000
E7-run01,267,131,119,107,12,0.1326,5.0000,5.0000
E7-run01,268,132,115,105,10,0.1327,0.1398,5.0000
E7-run01,269,132,121,107,14,0.1329,5.0000,5.0000
E7-run01,270,133,123,114,9,0.1323,0.1367,5.0000
E7-run01,271,133,123,110,13,0.1314,5.0000,5.0000
E7-run01,272,134,125,112,13,0.1223,5.0000,5.0000
E7-run01,273,135,116,101,15,0.1226,5.0000,5.0000
E7-run01,274,135,127,114,13,0.1227,5.0000,5.0000
E7-run01,275,136,59,49,10,0.3945,5.0000,5.0000
E7-run01,276,137,118,106,12,0.3133,5.0000,5.0000
E7-run01,277,137,201,190,11,0.1350,1.7315,5.0000
E7-run01,278,138,127,113,14,0.1225,5.0000,5.0000
E7-run01,279,138,119,108,11,0.1221,0.1271,5.0000
E7-run01,280,139,133,120,13,0.1225,0.1284,5.0000
E7-run01,281,140,132,119,13,0.1226,0.1316,5.0000
E7-run01,282,140,131,118,13,0.1222,0.1344,5.0000
E7-run01,283,141,131,116,15,0.1225,5.0000,5.0000
E7-run01,284,142,140,120,20,0.1226,5.0000,5.0000
E7-run01,285,142,126,118,8,0.1217,0.1280,5.0000
E7-run01,286,143,123,117,6,0.1220,0.1277,5.0000
E7-run01,287,143,132,120,12,0.1222,0.1285,5.0000
E7-run01,288,144,125,112,13,0.1216,5.0000,5.0000
E7-run01,289,145,138,125,13,0.1211,0.1298,5.0000
E7-run01,290,145,140,128,12,0.1215,0.1275,5.0000
E7-run01,291,146,137,123,14,0.1219,5.0000,5.0000
E7-run01,292,146,136,122,14,0.1223,5.0000,5.0000
E7-run01,293,147,141,122,19,0.1219,5.0000,5.0000
E7-run01,294,148,133,124,9,0.1216,0.1256,5.0000
E7-run01,295,148,131,124,7,0.1219,0.1252,5.0000
E7-run01,296,149,136,123,13,0.1337,0.1408,5.0000
E7-run01,297,150,28,24,4,0.1338,5.0000,5.0000
E7-run01,298,150,0,0,0,0.0000,0.0000,0.0000
E7-run01,299,151,74,67,7,0.1345,2.3627,5.0000
E7-run01,300,151,140,128,12,0.1339,0.1418,5.0000
E7-run01,301,152,145,133,12,0.1335,0.1374,5.0000
E7-run01,302,153,142,128,14,0.1335,0.1425,5.0000
E7-run01,303,153,140,127,13,0.1333,0.4711,5.0000
E7-run01,304,154,147,128,19,0.1331,5.0000,5.0000
E7-run01,305,155,140,129,11,0.1335,0.1401,5.0000
E7-run01,306,155,139,132,7,0.1219,0.1339,5.0000
E7-run01,307,156,140,126,14,0.1231,5.0000,5.0000
E7-run01,308,156,140,127,13,0.1223,0.1266,5.0000
E7-run01,309,157,149,136,13,0.1229,0.1264,5.0000
E7-run01,310,158,147,135,12,0.1223,0.1253,5.0000
E7-run01,311,158,147,132,15,0.1218,5.0000,5.0000
E7-run01,312,159,147,132,15,0.1224,5.0000,5.0000
E7-run01,313,159,152,135,17,0.1228,5.0000,5.0000
E7-run01,314,160,144,136,8,0.1223,0.1253,5.0000
E7-run01,315,161,144,133,11,0.1221,0.1276,5.0000
E7-run01,316,161,148,133,15,0.1222,5.0000,5.0000
E7-run01,317,162,147,135,12,0.1219,0.1266,5.0000
E7-run01,318,163,156,144,12,0.1222,0.1275,5.0000
E7-run01,319,163,149,136,13,0.1223,0.1284,5.0000
E7-run01,320,164,151,137,14,0.1221,0.1284,5.0000
E7-run01,321,164,158,142,16,0.1225,5.0000,5.0000
E7-run01,322,165,152,139,13,0.1217,0.1269,5.0000
E7-run01,323,166,146,138,8,0.1224,0.1247,5.0000
E7-run01,324,166,156,141,15,0.1226,0.4433,5.0000
E7-run01,325,167,150,136,14,0.1222,0.1311,5.0000
E7-run01,326,168,157,145,12,0.1227,0.1271,5.0000
E7-run01,327,168,158,146,12,0.1228,0.1277,5.0000
E7-run01,328,169,155,140,15,0.1222,0.1289,5.0000
E7-run01,329,169,158,144,14,0.1221,0.1278,5.0000
E7-run01,330,170,161,145,16,0.1322,0.1392,5.0000
E7-run01,331,171,105,99,6,0.1340,0.1393,5.0000
E7-run01,332,171,0,0,0,0.0000,0.0000,0.0000
E7-run01,333,172,20,18,2,2.3251,5.0000,5.0000
E7-run01,334,172,155,144,11,0.1371,0.2707,5.0000
E7-run01,335,173,128,113,15,0.1581,5.0000,5.0000
E7-run01,336,174,190,177,13,0.2203,0.6901,5.0000
E7-run01,337,174,164,152,12,0.1355,0.1578,5.0000
E7-run01,338,175,157,144,13,0.1345,0.1814,5.0000
E7-run01,339,176,162,148,14,0.1339,0.1541,5.0000
E7-run01,340,176,169,153,16,0.1245,0.2022,5.0000
E7-run01,341,177,162,149,13,0.1228,0.1343,5.0000
E7-run01,342,177,159,149,10,0.1218,0.1274,5.0000
E7-run01,343,178,168,150,18,0.1225,5.0000,5.0000
E7-run01,344,179,135,124,11,0.1223,0.1347,5.0000
E7-run01,345,179,12,0,12,5.0000,5.0000,5.0000
E7-run01,346,180,13,0,13,5.0000,5.0000,5.0000
E7-run01,347,181,15,0,15,5.0000,5.0000,5.0000
E7-run01,348,181,14,0,14,5.0000,5.0000,5.0000
E7-run01,349,182,58,0,58,5.0000,5.0000,5.0000
E7-run01,350,182,165,0,165,5.0000,5.0000,5.0000
E7-run01,351,183,166,0,166,5.0000,5.0000,5.0000
E7-run01,352,184,167,0,167,5.0000,5.0000,5.0000
E7-run01,353,184,106,0,106,5.0000,5.0000,5.0000
E7-run01,354,185,113,0,113,5.0000,5.0000,5.0000
E7-run01,355,185,167,0,167,5.0000,5.0000,5.0000
E7-run01,356,186,167,0,167,5.0000,5.0000,5.0000
E7-run01,357,187,170,0,170,5.0000,5.0000,5.0000
E7-run01,358,187,138,0,138,5.0000,5.0000,5.0000
E7-run01,359,188,141,0,141,5.0000,5.0000,5.0000
E7-run01,360,189,170,0,170,5.0000,5.0000,5.0000
E7-run01,361,189,171,0,171,5.0000,5.0000,5.0000
E7-run01,362,190,170,0,170,5.0000,5.0000,5.0000
E7-run01,363,190,156,0,156,5.0000,5.0000,5.0000
E7-run01,364,191,159,0,159,5.0000,5.0000,5.0000
E7-run01,365,192,170,0,170,5.0000,5.0000,5.0000
E7-run01,366,192,175,0,175,5.0000,5.0000,5.0000
E7-run01,367,193,173,0,173,5.0000,5.0000,5.0000
E7-run01,368,194,166,0,166,5.0000,5.0000,5.0000
E7-run01,369,194,167,0,167,5.0000,5.0000,5.0000
E7-run01,370,195,174,0,174,5.0000,5.0000,5.0000
E7-run01,371,195,176,0,176,5.0000,5.0000,5.0000
E7-run01,372,196,176,0,176,5.0000,5.0000,5.0000
E7-run01,373,197,174,0,174,5.0000,5.0000,5.0000
E7-run01,374,197,173,0,173,5.0000,5.0000,5.0000
E7-run01,375,198,177,0,177,5.0000,5.0000,5.0000
E7-run01,376,198,180,0,180,5.0000,5.0000,5.0000
E7-run01,377,199,179,0,179,5.0000,5.0000,5.0000
E7-run01,378,200,178,0,178,5.0000,5.0000,5.0000
E7-run01,379,200,179,0,179,5.0000,5.0000,5.0000
E7-run01,380,201,181,0,181,5.0000,5.0000,5.0000
E7-run01,381,202,181,0,181,5.0000,5.0000,5.0000
E7-run01,382,202,183,0,183,5.0000,5.0000,5.0000
E7-run01,383,203,182,0,182,5.0000,5.0000,5.0000
E7-run01,384,203,182,0,182,5.0000,5.0000,5.0000
E7-run01,385,204,183,0,183,5.0000,5.0000,5.0000
E7-run01,386,205,186,0,186,5.0000,5.0000,5.0000
E7-run01,387,205,185,0,185,5.0000,5.0000,5.0000
E7-run01,388,206,186,0,186,5.0000,5.0000,5.0000
E7-run01,389,207,185,0,185,5.0000,5.0000,5.0000
E7-run01,390,207,187,0,187,5.0000,5.0000,5.0000
E7-run01,391,208,187,0,187,5.0000,5.0000,5.0000
E7-run01,392,208,190,0,190,5.0000,5.0000,5.0000
E7-run01,393,209,189,0,189,5.0000,5.0000,5.0000
E7-run01,394,210,189,0,189,5.0000,5.0000,5.0000
E7-run01,395,210,191,0,191,5.0000,5.0000,5.0000
E7-run01,396,211,190,0,190,5.0000,5.0000,5.0000
E7-run01,397,211,192,0,192,5.0000,5.0000,5.0000
E7-run01,398,212,193,0,193,5.0000,5.0000,5.0000
E7-run01,399,213,192,0,192,5.0000,5.0000,5.0000
E7-run01,400,213,193,0,193,5.0000,5.0000,5.0000
E7-run01,401,214,194,0,194,5.0000,5.0000,5.0000
E7-run01,402,215,195,0,195,5.0000,5.0000,5.0000
E7-run01,403,215,195,0,195,5.0000,5.0000,5.0000
E7-run01,404,216,196,0,196,5.0000,5.0000,5.0000
E7-run01,405,216,197,0,197,5.0000,5.0000,5.0000
E7-run01,406,217,196,0,196,5.0000,5.0000,5.0000
E7-run01,407,218,199,0,199,5.0000,5.0000,5.0000
E7-run01,408,218,198,0,198,5.0000,5.0000,5.0000
E7-run01,409,219,198,0,198,5.0000,5.0000,5.0000
E7-run01,410,220,200,0,200,5.0000,5.0000,5.0000
E7-run01,411,220,199,0,199,5.0000,5.0000,5.0000
E7-run01,412,221,200,0,200,5.0000,5.0000,5.0000
E7-run01,413,221,202,0,202,5.0000,5.0000,5.0000
E7-run01,414,222,202,0,202,5.0000,5.0000,5.0000
E7-run01,415,223,203,0,203,5.0000,5.0000,5.0000
E7-run01,416,223,203,0,203,5.0000,5.0000,5.0000
E7-run01,417,224,204,0,204,5.0000,5.0000,5.0000
E7-run01,418,224,205,0,205,5.0000,5.0000,5.0000
E7-run01,419,225,204,0,204,5.0000,5.0000,5.0000
E7-run01,420,226,206,0,206,5.0000,5.0000,5.0000
E7-run01,421,226,206,0,206,5.0000,5.0000,5.0000
E7-run01,422,227,206,0,206,5.0000,5.0000,5.0000
E7-run01,423,228,209,0,209,5.0000,5.0000,5.0000
E7-run01,424,228,208,0,208,5.0000,5.0000,5.0000
E7-run01,425,229,208,0,208,5.0000,5.0000,5.0000
E7-run01,426,229,211,0,211,5.0000,5.0000,5.0000
E7-run01,427,230,210,0,210,5.0000,5.0000,5.0000
E7-run01,428,231,210,0,210,5.0000,5.0000,5.0000
E7-run01,429,231,212,0,212,5.0000,5.0000,5.0000
E7-run01,430,232,212,0,212,5.0000,5.0000,5.0000
E7-run01,431,233,210,0,210,5.0000,5.0000,5.0000
E7-run01,432,233,215,0,215,5.0000,5.0000,5.0000
E7-run01,433,234,214,0,214,5.0000,5.0000,5.0000
E7-run01,434,234,214,0,214,5.0000,5.0000,5.0000
E7-run01,435,235,216,0,216,5.0000,5.0000,5.0000
E7-run01,436,236,214,0,214,5.0000,5.0000,5.0000
E7-run01,437,236,216,0,216,5.0000,5.0000,5.0000
E7-run01,438,237,218,0,218,5.0000,5.0000,5.0000
E7-run01,439,237,217,0,217,5.0000,5.0000,5.0000
E7-run01,440,238,218,0,218,5.0000,5.0000,5.0000
E7-run01,441,239,219,0,219,5.0000,5.0000,5.0000
E7-run01,442,239,219,0,219,5.0000,5.0000,5.0000
E7-run01,443,240,220,0,220,5.0000,5.0000,5.0000
E7-run01,444,241,222,0,222,5.0000,5.0000,5.0000
E7-run01,445,241,220,0,220,5.0000,5.0000,5.0000
E7-run01,446,242,221,0,221,5.0000,5.0000,5.0000
E7-run01,447,242,224,0,224,5.0000,5.0000,5.0000
